,all_日均收益率R,top_日均收益率R,bottom_日均收益率R,all_日均波动率Vol,top_日均波动率Vol,bottom_日均波动率Vol,all_年化收益率ER,top_年化收益率ER,bottom_年化收益率ER,all_年化波动率VOL,top_年化波动率VOL,bottom_年化波动率VOL,all_信息比率IR,top_信息比率IR,bottom_信息比率IR,all_夏普比率SR,top_夏普比率SR,bottom_夏普比率SR,all_下行偏差DD,top_下行偏差DD,bottom_下行偏差DD,all_胜率VE,top_胜率VE,bottom_胜率VE,all_盈亏比PnL,top_盈亏比PnL,bottom_盈亏比PnL,all_最大回撤MDD,top_最大回撤MDD,bottom_最大回撤MDD,all_卡玛比率Calmar,top_卡玛比率Calmar,bottom_卡玛比率Calmar,all_索提诺比率Sortino,top_索提诺比率Sortino,bottom_索提诺比率Sortino,all_换手率Tov,top_换手率Tov,bottom_换手率Tov
SP_5天信号_num_cwt_peaks_搜索x中的不同峰值,0.000734794,0.000331965,0.000373764,0.004628417,0.003640758,0.002479669,0.185168136,0.083655245,0.094188507,0.073473844,0.057795244,0.039363523,0.158757125,0.091180256,0.150731384,2.520191226,1.447441691,2.392786538,0.007166946,0.005467363,0.003057127,0.466817911,0.465593763,0.466513818,1.292351957,1.316609312,1.300986771,0.095534639,0.047516742,0.055646348,1.938230355,1.760542544,1.69262692,25.83640901,15.30084088,30.80948896,1.185443235,0.756677714,0.43392016
SP_5天信号_partial_autocorr_给定滞后结束的偏相关函数的值,0.000607519,0.000411775,0.000170915,0.004325087,0.002969466,0.002835279,0.153094845,0.103767417,0.043070612,0.068658627,0.047138813,0.045008665,0.140464049,0.138669865,0.060281582,2.229797654,2.201315863,0.956940449,0.007707812,0.004293931,0.004602215,0.46632884,0.47136339,0.461210643,1.277024449,1.311500102,1.26365624,0.107354198,0.041200523,0.079024336,1.426072274,2.518594634,0.545029718,19.86229694,24.16606553,9.358669777,1.433202186,0.727669954,0.710686871
SP_5天信号_permu_entropy_排列熵,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,,,,,,,0.005154639,0.005154639,0.005154639
SP_5天信号_spkt_welch_dens_不同频率的功率谱,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,,,,,,,0.005154639,0.005154639,0.005154639
SP_5天信号_ti_rev_asym_stat_时间反转不对称统计量 (time reversal asymmetry statistic.),0.000713596,0.000861532,-0.000243138,0.013323069,0.010183568,0.008967538,0.179826173,0.217106054,-0.061270896,0.211497157,0.161659124,0.142355251,0.053560928,0.08460021,-0.027113181,0.850253381,1.342986705,-0.430408403,0.018072553,0.013187025,0.016413714,0.466586537,0.46736103,0.464926914,1.439739322,1.640751375,1.441223614,0.261278556,0.11461145,0.242144043,0.688254619,1.894278928,-0.25303491,9.950236412,16.46361076,-3.732908782,1.614989381,0.854133738,0.766010281
SP_10天信号_abs_energy_时间序列的绝对能量,0.000849771,0.000687615,0.000199119,0.006716076,0.006752645,0.002230361,0.214142282,0.173278887,0.05017801,0.106614402,0.10719492,0.035405891,0.126527894,0.101828929,0.0892766,2.00856805,1.616484138,1.417222087,0.009100199,0.009043395,0.00348069,0.466483816,0.463574813,0.467940494,1.34581914,1.4081988,1.254795202,0.135852897,0.138137395,0.030404316,1.576280579,1.254395216,1.650358138,23.53160554,19.16082328,14.41610899,0.729976532,0.465240517,0.269890654
SP_10天信号_abs_max_最高绝对值,0.000789688,0.000651952,0.000200079,0.00540647,0.005327898,0.002333209,0.199001278,0.164292024,0.050419971,0.085825052,0.084577752,0.037038551,0.146063439,0.122365804,0.085752805,2.318685207,1.942496925,1.361283574,0.00754273,0.007117073,0.003705266,0.466655857,0.461968921,0.468712016,1.316132277,1.393996153,1.262088785,0.110925196,0.118391909,0.028075759,1.794013316,1.387696387,1.795854272,26.38318867,23.08421213,13.60765192,0.755904613,0.437908324,0.323150929
SP_10天信号_abs_sum_changes_一阶差分绝对和,0.000711924,0.000513271,0.000184557,0.005797453,0.005721743,0.002377162,0.179404972,0.129344375,0.046508336,0.092031719,0.090829862,0.037736283,0.12279952,0.089705407,0.077637477,1.949381945,1.424029191,1.232456739,0.008093325,0.00817433,0.004046501,0.46685071,0.462715658,0.468681759,1.310922339,1.366295266,1.260480144,0.142718483,0.132919356,0.04403577,1.257054926,0.973104138,1.056149044,22.16702955,15.8232395,11.49347063,0.810962594,0.466031115,0.350086119
SP_10天信号_count_above_mean_高于均值个数占比,0.000742632,0.000272781,0.000454169,0.004974617,0.002953298,0.003375958,0.187143263,0.068740854,0.114450509,0.078969598,0.046882144,0.053591678,0.149284254,0.092364946,0.134530298,2.369814061,1.466248068,2.135602279,0.008076129,0.004429425,0.004401688,0.466670042,0.468247288,0.461950108,1.30035571,1.278689772,1.365923423,0.135920452,0.062602919,0.076526629,1.376858744,1.098045507,1.495564488,23.17239772,15.51913786,26.00150307,1.217366856,0.60726482,0.615256675
SP_10天信号_count_below_mean_低于均值个数占比,0.000742632,0.000454169,0.000272781,0.004974617,0.003375958,0.002953298,0.187143263,0.114450509,0.068740854,0.078969598,0.053591678,0.046882144,0.149284254,0.134530298,0.092364946,2.369814061,2.135602279,1.466248068,0.008076129,0.004401688,0.004429425,0.466670042,0.461950108,0.468247288,1.30035571,1.365923423,1.278689772,0.135920452,0.076526629,0.062602919,1.376858744,1.495564488,1.098045507,23.17239772,26.00150307,15.51913786,1.217366856,0.615256675,0.60726482
SP_10天信号_first_loc_of_max_最大值位置,0.000641469,0.000219126,0.000408825,0.005230734,0.003445915,0.00334397,0.161650162,0.055219826,0.10302384,0.08303533,0.054702201,0.053083874,0.122634582,0.063590166,0.122257316,1.94676364,1.009462592,1.940774729,0.007624177,0.004954119,0.003870574,0.466289339,0.461190913,0.471878514,1.294199618,1.308312981,1.314209709,0.132013277,0.066963488,0.07113092,1.224499277,0.824625889,1.448369305,21.20230922,11.14624521,26.61719636,1.585778753,0.798972664,0.791960729
SP_10天信号_first_loc_of_min_最小值位置,0.000664805,0.000361269,0.000299366,0.004741858,0.003504178,0.00287258,0.167530891,0.091039907,0.075440227,0.075274661,0.055627106,0.045600786,0.140199291,0.103096771,0.104215037,2.225594751,1.636610506,1.654362421,0.007304668,0.004540926,0.003177412,0.46608942,0.469565022,0.462367487,1.284836602,1.312541964,1.30039327,0.079218939,0.060109474,0.033838575,2.114783316,1.514568343,2.229415013,22.93477241,20.04875484,23.7426671,1.590832761,0.805756063,0.790231338
SP_10天信号_kurtosis_峰度,0.000841171,0.000393537,0.00042515,0.004952976,0.003645439,0.002395139,0.211975005,0.099171445,0.1071377,0.078626058,0.057869544,0.038021656,0.169831357,0.107953397,0.177505173,2.695989215,1.713707051,2.817807265,0.005965948,0.004605627,0.002828989,0.466173957,0.461216384,0.46898636,1.317159784,1.354165163,1.315506768,0.094176148,0.064408085,0.028455682,2.250835364,1.539735964,3.765072233,35.53081805,21.53266896,37.87137924,1.20491983,0.681068989,0.52900548
SP_10天信号_last_loc_of_max_最大值最近位置,0.000641469,0.000219126,0.000408825,0.005230734,0.003445915,0.00334397,0.161650162,0.055219826,0.10302384,0.08303533,0.054702201,0.053083874,0.122634582,0.063590166,0.122257316,1.94676364,1.009462592,1.940774729,0.007624177,0.004954119,0.003870574,0.466289339,0.461190913,0.471878514,1.294199618,1.308312981,1.314209709,0.132013277,0.066963488,0.07113092,1.224499277,0.824625889,1.448369305,21.20230922,11.14624521,26.61719636,1.585778753,0.798972664,0.791960729
SP_10天信号_last_loc_of_min_最小值最近位置,0.000664805,0.000361269,0.000299366,0.004741858,0.003504178,0.00287258,0.167530891,0.091039907,0.075440227,0.075274661,0.055627106,0.045600786,0.140199291,0.103096771,0.104215037,2.225594751,1.636610506,1.654362421,0.007304668,0.004540926,0.003177412,0.46608942,0.469565022,0.462367487,1.284836602,1.312541964,1.30039327,0.079218939,0.060109474,0.033838575,2.114783316,1.514568343,2.229415013,22.93477241,20.04875484,23.7426671,1.590832761,0.805756063,0.790231338
SP_10天信号_longest_above_mean_均值上的最长连续自列长度,0.000723049,0.000445189,0.000258817,0.004500846,0.003180113,0.002921192,0.182208227,0.112187551,0.065221943,0.071448719,0.050482735,0.046372493,0.160647238,0.139991453,0.088599856,2.550195849,2.222295416,1.406479119,0.006791921,0.004762263,0.004011014,0.466508756,0.469217303,0.464558672,1.291842006,1.332462755,1.271862294,0.11901083,0.061028048,0.07185002,1.531022238,1.838294926,0.907751207,26.82719858,23.5576141,16.26071088,1.200708903,0.671465108,0.534398434
SP_10天信号_longest_below_mean_均值下的最长连续自列长度,0.000738182,0.000594251,0.000152756,0.004845495,0.003532783,0.002737883,0.186021895,0.149751339,0.038494416,0.076919854,0.056081186,0.043462542,0.152343996,0.168210559,0.055793338,2.418385958,2.670259837,0.885691783,0.007654292,0.004024529,0.004170815,0.466489534,0.468607566,0.462285829,1.301386467,1.40806643,1.24649018,0.129971945,0.071646025,0.064582728,1.431246535,2.090155563,0.59604816,24.30295238,37.20965688,9.229471916,1.290699235,0.717905836,0.577948038
SP_10天信号_max_时间序列的最大值,0.000727214,0.000584929,0.000104144,0.005638409,0.005247364,0.002292719,0.183257945,0.147402112,0.026244334,0.089506973,0.083299321,0.036395779,0.128975041,0.111471019,0.045423884,2.047415302,1.769547572,0.721081802,0.008234385,0.006980698,0.003823751,0.467625794,0.463539727,0.467717264,1.305946816,1.374516869,1.223372497,0.139322056,0.124755252,0.046171446,1.315354871,1.181530314,0.568410476,22.25520612,21.11567071,6.863504653,0.804979126,0.450910125,0.359223641
SP_10天信号_mean_时间序列的均值,0.000632588,0.000424301,0.000143466,0.006155254,0.004744082,0.003749176,0.159412159,0.106923966,0.036153423,0.097711625,0.075309962,0.059516329,0.102772031,0.089438058,0.038265995,1.63145542,1.419785159,0.607453841,0.00910336,0.006232726,0.006400731,0.467328088,0.472701338,0.460396636,1.282280218,1.293829443,1.30960414,0.15943478,0.098638478,0.082979376,0.99985812,1.083998545,0.435691669,17.51135418,17.1552501,5.648327581,1.087433953,0.556025936,0.536562657
SP_10天信号_mean_abs_change_时间序列连续两点值的变化的绝对值的平均值,0.000711924,0.000513271,0.000184557,0.005797453,0.005721743,0.002377162,0.179404972,0.129344375,0.046508336,0.092031719,0.090829862,0.037736283,0.12279952,0.089705407,0.077637477,1.949381945,1.424029191,1.232456739,0.008093325,0.00817433,0.004046501,0.46685071,0.462715658,0.468681759,1.310922339,1.366295266,1.260480144,0.142718483,0.132919356,0.04403577,1.257054926,0.973104138,1.056149044,22.16702955,15.8232395,11.49347063,0.810962594,0.466031115,0.350086119
SP_10天信号_mean_change_时间序列连续两点值的变化的平均值,0.000955133,0.000505424,0.000451946,0.006775429,0.004654057,0.005307955,0.24069353,0.127366759,0.113890504,0.107556606,0.073880871,0.084261176,0.140970116,0.108598499,0.085145113,2.23783121,1.723947731,1.351636764,0.011818762,0.006585034,0.008143925,0.466072096,0.469217448,0.462685492,1.346760015,1.362447353,1.423126636,0.135088775,0.06996195,0.08822673,1.781743378,1.820514703,1.290884343,20.36537526,19.34185303,13.98471992,1.478324466,0.744527623,0.738951482
SP_10天信号_mean_sec_deri_cent_二阶导数的中心的均值,0.000997225,0.000319484,0.000641072,0.006246153,0.0048482,0.00503891,0.251300703,0.080509859,0.161550219,0.099154608,0.076962796,0.07999022,0.159654268,0.065897351,0.127224393,2.534432933,1.046088019,2.019624629,0.009587297,0.006090893,0.007804898,0.466491822,0.463621867,0.46821826,1.348157501,1.360839274,1.417085819,0.1515608,0.058118884,0.108394005,1.658085094,1.385261621,1.490398098,26.21184091,13.21807117,20.69856821,1.480832441,0.744146492,0.741840589
SP_10天信号_median_中位数,0.000554958,0.000268238,0.000185848,0.006639054,0.004756392,0.003994834,0.139849392,0.067595965,0.046833659,0.105391718,0.075505383,0.06341602,0.083589905,0.056395257,0.046522049,1.326948602,0.895246957,0.738514634,0.0102234,0.006823661,0.006642726,0.466838857,0.473988708,0.459132074,1.279089509,1.274097295,1.32062837,0.196088022,0.122800292,0.093766889,0.713197017,0.55045443,0.499469045,13.6793424,9.906114497,7.050367868,1.108151567,0.568465362,0.544840844
SP_10天信号_min_最小值,0.000831623,0.000339212,0.000502339,0.005849873,0.002616978,0.005769212,0.209568973,0.085481494,0.126589315,0.092863859,0.041543245,0.091583394,0.142160843,0.129619822,0.087072306,2.256733413,2.057650891,1.38223001,0.008047261,0.004060191,0.007170118,0.46742629,0.474741757,0.452973545,1.334879394,1.285832354,1.442866691,0.128584748,0.028175229,0.120542197,1.62981206,3.033923714,1.050165982,26.04227471,21.05356315,17.65512297,0.815445949,0.362975695,0.457624894
SP_10天信号_root_mean_sq_离散序列的均方根,0.000705156,0.000624315,0.000170523,0.005625191,0.005681152,0.002365344,0.177699405,0.157327505,0.042971908,0.089297145,0.090185497,0.037548671,0.125356867,0.109892407,0.072092452,1.989978567,1.744487872,1.144432196,0.00799708,0.007711063,0.003870784,0.4669584,0.459043787,0.471161922,1.310675293,1.398237756,1.2411975,0.117694181,0.121543279,0.037431409,1.509840196,1.294415507,1.148017378,22.22053623,20.40283098,11.10160349,0.730980947,0.424521184,0.311614402
SP_10天信号_skewness_偏度,0.000663217,0.000408007,0.000248615,0.005063217,0.00321478,0.003202466,0.167130653,0.102817841,0.062650911,0.080376081,0.051033043,0.050837573,0.130987247,0.126916109,0.077632275,2.079358076,2.014730766,1.232374157,0.007469551,0.004078375,0.004478557,0.466464917,0.4609117,0.471050915,1.286872244,1.351883233,1.257619854,0.129966576,0.066724769,0.070560422,1.285951028,1.540924656,0.887904427,22.3749261,25.21048962,13.98908332,1.179729566,0.598894906,0.585989299
SP_10天信号_std_x的标准偏差,0.000660119,0.000645728,0.000144278,0.005649284,0.005612081,0.002367235,0.166349933,0.162723404,0.036358167,0.08967961,0.089089028,0.037578694,0.116849982,0.115060308,0.060948081,1.854935956,1.82652576,0.967520786,0.008108086,0.007672712,0.003982861,0.465903518,0.463407369,0.46800139,1.309760819,1.384804391,1.24541943,0.121983105,0.1182158,0.043702025,1.363712895,1.376494552,0.83195613,20.51654736,21.20806824,9.128655806,0.748934923,0.432049942,0.32203962
SP_10天信号_sum_val_时间序列值的总和,0.000632588,0.000424301,0.000143466,0.006155254,0.004744082,0.003749176,0.159412159,0.106923966,0.036153423,0.097711625,0.075309962,0.059516329,0.102772031,0.089438058,0.038265995,1.63145542,1.419785159,0.607453841,0.00910336,0.006232726,0.006400731,0.467328088,0.472701338,0.460396636,1.282280218,1.293829443,1.30960414,0.15943478,0.098638478,0.082979376,0.99985812,1.083998545,0.435691669,17.51135418,17.1552501,5.648327581,1.087433953,0.556025936,0.536562657
SP_10天信号_var_方差,0.00080994,0.000692079,0.000173678,0.006681905,0.006670794,0.002217178,0.204104856,0.174403791,0.043766776,0.106071955,0.105895579,0.035196607,0.121213919,0.103747544,0.078332772,1.924211313,1.646941197,1.243494198,0.009322585,0.008956845,0.003516218,0.466823309,0.461769009,0.468603964,1.340857786,1.426938658,1.239955568,0.145478726,0.13951359,0.036693805,1.402987653,1.250084602,1.192756547,21.89359054,19.47156483,12.44711732,0.744878898,0.473053705,0.276979833
SP_10天信号_var_coeff_变异系数,0.001054761,0.00057413,0.000477359,0.014919389,0.012984641,0.006763497,0.265799802,0.144680811,0.120294578,0.236837951,0.206124786,0.107367193,0.070697342,0.044216101,0.070578786,1.122285517,0.701908848,1.120403489,0.015886862,0.012781826,0.00905046,0.466156256,0.466647068,0.462034642,1.592964012,3.102561967,1.628257903,0.283236134,0.211937234,0.146368832,0.938438887,0.68265877,0.821859245,16.73079334,11.31926032,13.29154348,1.654935329,0.82842388,0.831666088
SP_10天信号_benford_corr_适合用于异常检测,0.000716434,0.000270342,0.000419066,0.005167004,0.002584688,0.003758576,0.180541328,0.068126212,0.105604642,0.082023648,0.041030657,0.059665537,0.138655558,0.104593692,0.111495972,2.201088745,1.660373389,1.76994369,0.006952935,0.004208711,0.005132414,0.467040742,0.466483589,0.465623999,1.301615363,1.276441519,1.354874949,0.132644029,0.045210353,0.094294631,1.361096525,1.506871924,1.119943316,25.96620433,16.18695342,20.57601696,1.072172384,0.465927229,0.611399795
SP_10天信号_agg_autocorr_各阶自相关系数的聚合统计特征,0.000825294,0.000507297,0.000314935,0.004554917,0.002935516,0.003346948,0.207973993,0.127838935,0.079363611,0.072307062,0.046599869,0.05313116,0.181187422,0.172813702,0.09409615,2.876261156,2.743332474,1.493730066,0.006241458,0.003764075,0.005554394,0.466430676,0.468674405,0.463614155,1.313984688,1.35790944,1.318178896,0.094731841,0.028882092,0.081408243,2.195396935,4.426235292,0.974884219,33.32138078,33.96291283,14.28843633,1.276119914,0.668774607,0.612499946
SP_10天信号_ar_coeff_自回归系数，衡量时序数据的的周期性、不可预测性和波动性,0.000680955,0.000230127,0.000439069,0.005465787,0.003229478,0.003869517,0.171600572,0.057992122,0.110645386,0.086766674,0.051266374,0.061426684,0.12458493,0.071258409,0.11346867,1.977724449,1.131192179,1.8012593,0.00888077,0.004273748,0.006760278,0.466121198,0.462908411,0.469298553,1.29244379,1.286641897,1.332765088,0.140526713,0.078003354,0.074213332,1.221124217,0.743456773,1.49090983,19.32271218,13.56938191,16.36698679,1.259973608,0.63484961,0.630278637
SP_10天信号_adf_test_扩展dickey_fuller检验（ADF检验），测试自回归模型是否存在单位根，衡量时序数据的平稳性,0.00076366,0.000372311,0.000398837,0.009979871,0.003467131,0.008780978,0.192442334,0.093822447,0.10050692,0.158425545,0.055038996,0.139393703,0.076520031,0.107383111,0.045420566,1.214717834,1.704654038,0.721029132,0.013915323,0.0060761,0.01183735,0.466341396,0.466640707,0.475374057,1.442156504,1.580896063,1.934786603,0.208436813,0.075296839,0.199265841,0.923264618,1.246034337,0.5043861,13.82952665,15.44122693,8.490660863,1.438292219,0.487295956,0.956150903
SP_10天信号_autocorr_lag阶自相关性,0.000652938,0.000286956,0.000363358,0.004823085,0.002811594,0.003546228,0.164540436,0.072312948,0.091566294,0.076564107,0.044632664,0.056294622,0.135377707,0.102061746,0.102463328,2.149054474,1.620179984,1.626554908,0.008078945,0.003282703,0.005996584,0.466279218,0.46232663,0.470133437,1.289426151,1.308622606,1.313767616,0.10661796,0.043970585,0.079614561,1.54327128,1.644575534,1.15011995,20.36657511,22.02847973,15.26974356,1.230173599,0.615448473,0.619879765
